year,state,county,index_transit_trips,index_transit_trips_quality
2015,40,063,44.84,1
2015,40,065,37.54,1
2015,40,067,73.94,1
2015,40,069,68.97,1
2015,40,071,25.6,1
2015,40,073,16.25,1
2015,40,075,75.21,1
2015,40,077,66.59,1
2015,40,079,51.38,1
2015,40,081,33.72,1
2015,40,083,11.27,1
2015,40,085,48.26,1
2015,40,087,21,1
2015,40,089,61.59,1
2015,40,091,61.59,1
2015,40,093,66.59,1
2015,40,095,48.26,1
2015,40,097,21,1
2015,40,099,25.6,1
2015,40,101,29.67,1
2015,40,103,41.1,1
2015,40,105,54.22,1
2015,40,107,63.99,1
2015,40,109,82.23,1
2015,40,111,44.84,1
2015,40,113,11.27,1
2015,40,115,37.54,1
2015,40,117,44.84,1
2015,40,119,16.25,1
2015,40,121,51.38,1
2015,40,123,29.67,1
2015,40,125,21,1
2015,40,127,77.65,1
2015,40,129,84.8,1
2015,40,131,11.27,1
2015,40,133,44.84,1
2015,40,135,54.22,1
2015,40,137,33.72,1
2015,40,139,33.72,1
2015,40,141,76.38,1
2015,40,143,76.38,1
2015,40,145,11.27,1
2015,40,147,11.27,1
2015,40,149,76.38,1
2015,40,151,44.84,1
2015,40,153,48.26,1
2015,41,001,88.83,1
2015,41,003,80.2,1
2015,41,005,96.88,1
2015,41,007,66.59,1
2015,41,009,21,1
2015,41,011,21,1
2015,41,013,61.59,1
2015,41,015,83.84,1
2015,41,017,66.59,1
2015,41,019,84.8,1
2015,41,021,88.35,1
2015,41,023,59.28,1
2015,41,025,91.05,1
2015,41,027,21,1
2015,41,029,63.99,1
2015,41,031,16.25,1
2015,41,033,91.05,1
2015,41,035,97.9,1
2015,41,037,91.05,1
2015,41,039,95.88,1
2015,41,041,54.22,1
2015,41,043,59.28,1
2015,41,045,82.23,1
2015,41,047,95.64,1
2015,41,049,59.28,1
2015,41,051,99.43,1
2015,41,053,75.21,1
2015,41,055,85.53,1
2015,41,057,72.25,1
2015,41,059,41.1,1
2015,41,061,63.99,1
2015,41,063,93.14,1
2015,41,065,4.3,1
2015,41,067,96.1,1
2015,41,069,61.59,1
2015,41,071,25.6,1
2015,42,001,11.27,1
2015,42,003,96.43,1
2015,42,005,4.3,1
2015,42,007,51.38,1
2015,42,009,16.25,1
2015,42,011,78.96,1
2015,42,013,48.26,1
2015,42,015,16.25,1
2015,42,017,73.94,1
2015,42,019,11.27,1
2015,42,021,83.03,1
2015,42,023,48.26,1
2015,42,025,4.3,1
2015,42,027,97.31,1
2015,42,029,59.28,1
2015,42,031,37.54,1
2015,42,033,29.67,1
2015,42,035,16.25,1
2015,42,037,4.3,1
2015,42,039,11.27,1
2015,42,041,25.6,1
2015,42,043,72.25,1
2015,42,045,98.9,1
2015,42,047,21,1
2015,42,049,89.75,1
2015,42,051,37.54,1
2015,42,053,37.54,1
2015,42,055,4.3,1
2015,42,057,11.27,1
2015,42,059,4.3,1
2015,42,061,29.67,1
2015,42,063,77.65,1
2015,42,065,4.3,1
2015,42,067,16.25,1
2015,42,069,78.96,1
2015,42,071,37.54,1
2015,42,073,29.67,1
2015,42,075,44.84,1
2015,42,077,83.84,1
2015,42,079,61.59,1
2015,42,081,54.22,1
2015,42,083,29.67,1
2015,42,085,48.26,1
2015,42,087,25.6,1
2015,42,089,11.27,1
2015,42,091,96.61,1
2015,42,093,16.25,1
2015,42,095,77.65,1
2015,42,097,21,1
2015,42,099,11.27,1
2015,42,101,99.71,1
2015,42,103,16.25,1
2015,42,105,44.84,1
2015,42,107,29.67,1
2015,42,109,4.3,1
2015,42,111,21,1
2015,42,113,16.25,1
2015,42,115,16.25,1
2015,42,117,59.28,1
2015,42,119,4.3,1
2015,42,121,37.54,1
2015,42,123,66.59,1
2015,42,125,4.3,1
2015,42,127,11.27,1
2015,42,129,21,1
2015,42,131,4.3,1
2015,42,133,51.38,1
2015,44,001,88.83,1
2015,44,003,93.14,1
2015,44,005,93.43,1
2015,44,007,96.88,1
2015,44,009,61.59,1
2015,45,001,21,1
2015,45,003,21,1
2015,45,005,76.38,1
2015,45,007,33.72,1
2015,45,009,56.83,1
2015,45,011,51.38,1
2015,45,013,41.1,1
2015,45,015,4.3,1
2015,45,017,16.25,1
2015,45,019,80.2,1
2015,45,021,25.6,1
2015,45,023,16.25,1
2015,45,025,29.67,1
2015,45,027,54.22,1
2015,45,029,44.84,1
2015,45,031,33.72,1
2015,45,033,63.99,1
2015,45,035,16.25,1
2015,45,037,16.25,1
2015,45,039,16.25,1
2015,45,041,54.22,1
2015,45,043,11.27,1
2015,45,045,37.54,1
2015,45,047,16.25,1
2015,45,049,59.28,1
2015,45,051,44.84,1
2015,45,053,54.22,1
2015,45,055,11.27,1
2015,45,057,11.27,1
2015,45,059,11.27,1
2015,45,061,44.84,1
2015,45,063,4.3,1
2015,45,065,37.54,1
2015,45,067,4.3,1
2015,45,069,54.22,1
2015,45,071,11.27,1
2015,45,073,33.72,1
2015,45,075,29.67,1
2015,45,077,33.72,1
2015,45,079,63.99,1
2015,45,081,16.25,1
2015,45,083,29.67,1
2015,45,085,56.83,1
2015,45,087,25.6,1
2015,45,089,56.83,1
2015,45,091,4.3,1
2015,46,003,86.07,1
2015,46,005,59.28,1
2015,46,007,92.53,1
2015,46,009,83.03,1
2015,46,011,21,1
2015,46,013,25.6,1
2015,46,015,78.96,1
2015,46,017,92.73,1
2015,46,019,82.23,1
2015,46,021,90.11,1
2015,46,023,78.96,1
2015,46,025,76.38,1
2015,46,027,29.67,1
2015,46,029,25.6,1
2015,46,031,95.5,1
2015,46,033,83.84,1
2015,46,035,21,1
2015,46,037,83.84,1
2015,46,039,59.28,1
2015,46,041,94.95,1
2015,46,043,80.2,1
2015,46,045,84.8,1
2015,46,047,86.95,1
2015,46,049,90.11,1
2015,46,051,48.26,1
2015,46,053,86.95,1
2015,46,055,92.53,1
2015,46,057,72.25,1
2015,46,059,88.35,1
2015,46,061,73.94,1
2015,46,063,94.33,1
2015,46,065,51.38,1
2015,46,067,73.94,1
2015,46,069,73.94,1
2015,46,071,93.95,1
2015,46,073,83.03,1
2015,46,075,90.59,1
2015,46,077,72.25,1
2015,46,079,33.72,1
2015,46,081,54.22,1
2015,46,083,16.25,1
2015,46,085,91.05,1
2015,46,087,63.99,1
2015,46,089,92.28,1
2015,46,091,81.28,1
2015,46,093,78.96,1
2015,46,095,94.33,1
2015,46,097,76.38,1
2015,46,099,80.2,1
2015,46,101,51.38,1
2015,46,102,94.54,1
2015,46,103,83.84,1
2015,46,105,92.9,1
2015,46,107,75.21,1
2015,46,109,87.79,1
2015,46,111,77.65,1
2015,46,115,84.8,1
2015,46,117,44.84,1
2015,46,119,82.23,1
2015,46,121,94.54,1
2015,46,123,86.95,1
2015,46,125,66.59,1
2015,46,127,66.59,1
2015,46,129,81.28,1
2015,46,135,25.6,1
2015,46,137,95.77,1
2015,47,001,4.3,1
2015,47,003,11.27,1
2015,47,005,61.59,1
2015,47,007,41.1,1
2015,47,009,4.3,1
2015,47,011,11.27,1
2015,47,013,41.1,1
2015,47,015,16.25,1
2015,47,017,51.38,1
2015,47,019,4.3,1
2015,47,021,4.3,1
2015,47,023,48.26,1
2015,47,025,48.26,1
2015,47,027,54.22,1
2015,47,029,37.54,1
2015,47,031,11.27,1
2015,47,033,41.1,1
2015,47,035,25.6,1
2015,47,037,91.8,1
2015,47,039,56.83,1
2015,47,041,11.27,1
2015,47,043,4.3,1
2015,47,045,33.72,1
2015,47,047,29.67,1
2015,47,049,51.38,1
2015,47,051,25.6,1
2015,47,053,44.84,1
2015,47,055,41.1,1
2015,47,057,16.25,1
2015,47,059,33.72,1
2015,47,061,54.22,1
2015,47,063,16.25,1
2015,47,065,73.94,1
2015,47,067,63.99,1
2015,47,069,72.25,1
2015,47,071,44.84,1
2015,47,073,11.27,1
2015,47,075,48.26,1
2015,47,077,56.83,1
2015,47,079,37.54,1
2015,47,081,48.26,1
2015,47,083,61.59,1
2015,47,085,51.38,1
2015,47,087,37.54,1
2015,47,089,16.25,1
2015,47,091,59.28,1
2015,47,093,80.2,1
2015,47,095,86.95,1
2015,47,097,76.38,1
2015,47,099,44.84,1
2015,47,101,37.54,1
2015,47,103,37.54,1
2015,47,105,11.27,1
2015,47,107,21,1
2015,47,109,56.83,1
2015,47,111,33.72,1
2015,47,113,66.59,1
2015,47,115,33.72,1
2015,47,117,21,1
2015,47,119,4.3,1
2015,47,121,33.72,1
2015,47,123,33.72,1
2015,47,125,51.38,1
2015,47,127,21,1
2015,47,129,29.67,1
2015,47,131,54.22,1
2015,47,133,33.72,1
2015,47,135,66.59,1
2015,47,137,33.72,1
2015,47,139,29.67,1
2015,47,141,25.6,1
2015,47,143,37.54,1
2015,47,145,21,1
2015,47,147,4.3,1
2015,47,149,29.67,1
2015,47,151,54.22,1
2015,47,153,33.72,1
2015,47,155,33.72,1
2015,47,157,88.83,1
2015,47,159,21,1
2015,47,161,56.83,1
2015,47,163,51.38,1
2015,47,165,4.3,1
2015,47,167,41.1,1
2015,47,169,21,1
2015,47,171,16.25,1
2015,47,173,21,1
2015,47,175,29.67,1
2015,47,177,11.27,1
2015,47,179,91.05,1
2015,47,181,63.99,1
2015,47,183,59.28,1
2015,47,185,25.6,1
2015,47,187,11.27,1
2015,47,189,11.27,1
2015,48,001,44.84,1
2015,48,003,51.38,1
2015,48,005,48.26,1
2015,48,007,37.54,1
2015,48,009,41.1,1
2015,48,011,78.96,1
2015,48,013,25.6,1
2015,48,015,4.3,1
2015,48,017,37.54,1
2015,48,019,33.72,1
2015,48,021,4.3,1
2015,48,023,68.97,1
2015,48,025,54.22,1
2015,48,027,93.43,1
2015,48,029,96.61,1
2015,48,031,11.27,1
2015,48,033,83.84,1
2015,48,035,29.67,1
2015,48,037,51.38,1
2015,48,039,16.25,1
2015,48,041,11.27,1
2015,48,043,86.07,1
2015,48,045,81.28,1
2015,48,047,75.21,1
2015,48,049,41.1,1
2015,48,051,11.27,1
2015,48,053,11.27,1
2015,48,055,4.3,1
2015,48,057,33.72,1
2015,48,059,61.59,1
2015,48,061,86.95,1
2015,48,063,16.25,1
2015,48,065,59.28,1
2015,48,067,54.22,1
2015,48,069,76.38,1
2015,48,071,11.27,1
2015,48,073,25.6,1
2015,48,075,72.25,1
2015,48,077,44.84,1
2015,48,079,82.23,1
2015,48,081,83.84,1
2015,48,083,78.96,1
2015,48,085,63.99,1
2015,48,087,66.59,1
2015,48,089,11.27,1
2015,48,091,4.3,1
2015,48,093,41.1,1
2015,48,095,72.25,1
2015,48,097,16.25,1
2015,48,099,66.59,1
2015,48,101,90.11,1
2015,48,103,78.96,1
2015,48,105,48.26,1
2015,48,107,68.97,1
2015,48,109,92.28,1
2015,48,111,37.54,1
2015,48,113,98.52,1
2015,48,115,33.72,1
2015,48,117,41.1,1
2015,48,119,44.84,1
2015,48,121,83.84,1
2015,48,123,48.26,1
2015,48,125,80.2,1
2015,48,127,54.22,1
2015,48,129,73.94,1
2015,48,131,87.79,1
2015,48,133,63.99,1
2015,48,135,41.1,1
2015,48,137,70.66,1
2015,48,139,4.3,1
2015,48,141,97.53,1
2015,48,143,16.25,1
2015,48,145,4.3,1
2015,48,147,29.67,1
2015,48,149,16.25,1
2015,48,151,77.65,1
2015,48,153,68.97,1
2015,48,155,81.28,1
2015,48,157,4.3,1
2015,48,159,44.84,1
2015,48,161,41.1,1
2015,48,163,61.59,1
2015,48,165,72.25,1
2015,48,167,21,1
2015,48,169,66.59,1
2015,48,171,25.6,1
2015,48,173,81.28,1
2015,48,175,51.38,1
2015,48,177,25.6,1
2015,48,179,41.1,1
2015,48,181,33.72,1
2015,48,183,29.67,1
2015,48,185,11.27,1
2015,48,187,4.3,1
2015,48,189,33.72,1
2015,48,191,85.53,1
2015,48,193,37.54,1
2015,48,195,70.66,1
2015,48,197,66.59,1
2015,48,199,21,1
2015,48,201,96.96,1
2015,48,203,4.3,1
2015,48,205,63.99,1
2015,48,207,66.59,1
2015,48,209,4.3,1
2015,48,211,61.59,1
2015,48,213,25.6,1
2015,48,215,33.72,1
2015,48,217,21,1
2015,48,219,44.84,1
2015,48,221,11.27,1
2015,48,223,16.25,1
2015,48,225,61.59,1
2015,48,227,33.72,1
2015,48,229,90.59,1
2015,48,231,11.27,1
2015,48,233,44.84,1
2015,48,235,76.38,1
2015,48,237,37.54,1
2015,48,239,41.1,1
2015,48,241,48.26,1
2015,48,243,86.95,1
2015,48,245,70.66,1
2015,48,247,87.79,1
2015,48,249,44.84,1
2015,48,251,4.3,1
2015,48,253,63.99,1
2015,48,255,54.22,1
2015,48,257,4.3,1
2015,48,259,11.27,1
2015,48,261,89.75,1
2015,48,263,84.8,1
2015,48,265,29.67,1
2015,48,267,70.66,1
2015,48,269,84.8,1
2015,48,271,88.83,1
2015,48,273,21,1
2015,48,275,75.21,1
2015,48,277,25.6,1
2015,48,279,63.99,1
2015,48,281,41.1,1
2015,48,283,54.22,1
2015,48,285,29.67,1
2015,48,287,4.3,1
2015,48,289,37.54,1
2015,48,291,37.54,1
2015,48,293,37.54,1
2015,48,295,83.84,1
2015,48,297,68.97,1
2015,48,299,33.72,1
2015,48,301,100,1
2015,48,303,96.1,1
2015,48,305,54.22,1
2015,48,307,56.83,1
2015,48,309,86.95,1
2015,48,311,77.65,1
2015,48,313,33.72,1
2015,48,315,56.83,1
2015,48,317,48.26,1
2015,48,319,56.83,1
2015,48,321,25.6,1
2015,48,323,54.22,1
2015,48,325,25.6,1
2015,48,327,82.23,1
2015,48,329,63.99,1
2015,48,331,33.72,1
2015,48,333,41.1,1
2015,48,335,70.66,1
2015,48,337,29.67,1
2015,48,339,4.3,1
2015,48,341,41.1,1
2015,48,343,54.22,1
2015,48,345,86.07,1
2015,48,347,48.26,1
2015,48,349,21,1
2015,48,351,61.59,1
2015,48,353,41.1,1
2015,48,355,97.15,1
2015,48,357,29.67,1
2015,48,359,76.38,1
2015,48,361,16.25,1
2015,48,363,33.72,1
2015,48,365,37.54,1
2015,48,367,4.3,1
2015,48,369,63.99,1
2015,48,371,80.2,1
2015,48,373,29.67,1
2015,48,375,33.72,1
2015,48,377,90.59,1
2015,48,379,11.27,1
2015,48,381,21,1
2015,48,383,81.28,1
2015,48,385,81.28,1
2015,48,387,68.97,1
2015,48,389,75.21,1
2015,48,391,48.26,1
2015,48,393,80.2,1
2015,48,395,21,1
2015,48,397,4.3,1
2015,48,399,72.25,1
2015,48,401,21,1
2015,48,403,59.28,1
2015,48,405,68.97,1
2015,48,407,25.6,1
2015,48,409,4.3,1
2015,48,411,56.83,1
2015,48,413,78.96,1
2015,48,415,37.54,1
2015,48,417,51.38,1
2015,48,419,48.26,1
2015,48,421,77.65,1
2015,48,423,16.25,1
2015,48,425,4.3,1
2015,48,427,80.2,1
2015,48,429,51.38,1
2015,48,431,80.2,1
2015,48,433,81.28,1
2015,48,435,68.97,1
2015,48,437,61.59,1
2015,48,439,85.53,1
2015,48,441,76.38,1
2015,48,443,93.65,1
2015,48,445,33.72,1
2015,48,447,75.21,1
2015,48,449,21,1
2015,48,451,77.65,1
2015,48,453,96.75,1
2015,48,455,44.84,1
2015,48,457,33.72,1
2015,48,459,21,1
2015,48,461,86.95,1
2015,48,463,48.26,1
2015,48,465,59.28,1
2015,48,467,11.27,1
2015,48,469,54.22,1
2015,48,471,41.1,1
2015,48,473,4.3,1
2015,48,475,77.65,1
2015,48,477,4.3,1
2015,48,479,98.31,1
2015,48,481,4.3,1
2015,48,483,59.28,1
2015,48,485,72.25,1
2015,48,487,33.72,1
2015,48,489,48.26,1
2015,48,491,16.25,1
2015,48,493,16.25,1
2015,48,495,72.25,1
2015,48,497,11.27,1
2015,48,499,21,1
2015,48,501,48.26,1
2015,48,503,25.6,1
2015,48,505,89.32,1
2015,48,507,80.2,1
2015,49,001,61.59,1
2015,49,003,77.65,1
2015,49,005,56.83,1
2015,49,007,56.83,1
2015,49,009,80.2,1
2015,49,011,88.83,1
2015,49,013,68.97,1
2015,49,015,78.96,1
2015,49,017,83.84,1
2015,49,019,61.59,1
2015,49,021,59.28,1
2015,49,023,51.38,1
2015,49,025,80.2,1
2015,49,027,66.59,1
2015,49,029,21,1
2015,49,031,83.03,1
2015,49,033,80.2,1
2015,49,035,98.22,1
2015,49,037,86.07,1
2015,49,039,61.59,1
2015,49,041,59.28,1
2015,49,043,97.31,1
2015,49,045,29.67,1
2015,49,047,61.59,1
2015,49,049,83.84,1
2015,49,051,16.25,1
2015,49,053,70.66,1
2015,49,055,81.28,1
2015,49,057,97.63,1
2015,50,001,54.22,1
2015,50,003,76.38,1
2015,50,005,90.11,1
2015,50,007,78.96,1
2015,50,009,73.94,1
2015,50,011,21,1
2015,50,013,4.3,1
2015,50,015,86.07,1
2015,50,017,25.6,1
2015,50,019,68.97,1
2015,50,021,90.59,1
2015,50,023,48.26,1
2015,50,025,88.35,1
2015,50,027,77.65,1
2015,51,001,37.54,1
2015,51,003,94.68,1
2015,51,005,16.25,1
2015,51,007,11.27,1
2015,51,009,21,1
2015,51,011,11.27,1
2015,51,013,84.8,1
2015,51,015,4.3,1
2015,51,017,33.72,1
2015,51,019,4.3,1
2015,51,021,37.54,1
2015,51,023,4.3,1
2015,51,025,41.1,1
2015,51,027,56.83,1
2015,51,029,33.72,1
2015,51,031,41.1,1
2015,51,033,11.27,1
2015,51,035,25.6,1
2015,51,036,4.3,1
2015,51,037,48.26,1
2015,51,041,4.3,1
2015,51,043,4.3,1
2015,51,045,25.6,1
2015,51,047,4.3,1
2015,51,049,21,1
2015,51,051,56.83,1
2015,51,053,4.3,1
2015,51,057,16.25,1
2015,51,059,72.25,1
2015,51,061,4.3,1
2015,51,063,16.25,1
2015,51,065,25.6,1
2015,51,067,4.3,1
2015,51,069,4.3,1
2015,51,071,25.6,1
2015,51,073,4.3,1
2015,51,075,4.3,1
2015,51,077,44.84,1
2015,51,079,4.3,1
2015,51,081,51.38,1
2015,51,083,33.72,1
2015,51,085,4.3,1
2015,51,087,54.22,1
2015,51,089,21,1
2015,51,091,25.6,1
2015,51,093,4.3,1
2015,51,095,86.07,1
2015,51,097,11.27,1
2015,51,099,11.27,1
2015,51,101,4.3,1
2015,51,103,25.6,1
2015,51,105,68.97,1
2015,51,107,37.54,1
2015,51,109,11.27,1
2015,51,111,48.26,1
2015,51,113,4.3,1
2015,51,115,11.27,1
2015,51,117,33.72,1
2015,51,119,16.25,1
2015,51,121,95.5,1
2015,51,125,16.25,1
2015,51,127,4.3,1
2015,51,131,25.6,1
2015,51,133,16.25,1
2015,51,135,44.84,1
2015,51,137,4.3,1
2015,51,139,11.27,1
2015,51,141,25.6,1
2015,51,143,21,1
2015,51,145,4.3,1
2015,51,147,41.1,1
2015,51,149,4.3,1
2015,51,153,51.38,1
2015,51,155,21,1
2015,51,157,4.3,1
2015,51,159,29.67,1
2015,51,161,33.72,1
2015,51,163,16.25,1
2015,51,165,4.3,1
2015,51,167,44.84,1
2015,51,169,48.26,1
2015,51,171,11.27,1
2015,51,173,37.54,1
2015,51,175,29.67,1
2015,51,177,16.25,1
2015,51,179,21,1
2015,51,181,21,1
2015,51,183,21,1
2015,51,185,48.26,1
2015,51,187,4.3,1
2015,51,191,16.25,1
2015,51,193,21,1
2015,51,195,48.26,1
2015,51,197,25.6,1
2015,51,199,87.79,1
2015,51,510,95.77,1
2015,51,520,21,1
2015,51,530,75.21,1
2015,51,540,98.46,1
2015,51,550,75.21,1
2015,51,570,21,1
2015,51,580,48.26,1
2015,51,590,25.6,1
2015,51,595,54.22,1
2015,51,600,87.79,1
2015,51,610,99.46,1
2015,51,620,66.59,1
2015,51,630,84.8,1
2015,51,640,16.25,1
2015,51,650,92.73,1
2015,51,660,97.74,1
2015,51,670,25.6,1
2015,51,678,73.94,1
2015,51,680,94.95,1
2015,51,683,86.95,1
2015,51,685,75.21,1
2015,51,690,21,1
2015,51,700,93.14,1
2015,51,710,97.96,1
2015,51,720,16.25,1
2015,51,730,83.84,1
2015,51,735,16.25,1
2015,51,740,95.13,1
2015,51,750,99.68,1
2015,51,760,98.58,1
2015,51,770,93.65,1
2015,51,775,61.59,1
2015,51,790,33.72,1
2015,51,800,4.3,1
2015,51,810,96,1
2015,51,820,4.3,1
2015,51,830,98.31,1
2015,51,840,4.3,1
2015,53,001,56.83,1
2015,53,003,54.22,1
2015,53,005,96.75,1
2015,53,007,84.8,1
2015,53,009,76.38,1
2015,53,011,86.95,1
2015,53,013,73.94,1
2015,53,015,96.48,1
2015,53,017,85.53,1
2015,53,019,92.28,1
2015,53,021,98.31,1
2015,53,023,88.35,1
2015,53,025,25.6,1
2015,53,027,4.3,1
2015,53,029,91.37,1
2015,53,031,93.79,1
2015,53,033,97.74,1
2015,53,035,63.99,1
2015,53,037,4.3,1
2015,53,039,59.28,1
2015,53,041,33.72,1
2015,53,043,77.65,1
2015,53,045,33.72,1
2015,53,047,4.3,1
2015,53,049,92.73,1
2015,53,051,85.53,1
2015,53,053,81.28,1
2015,53,055,99.01,1
2015,53,057,95.94,1
2015,53,059,44.84,1
2015,53,061,77.65,1
2015,53,063,97.26,1
2015,53,065,76.38,1
2015,53,067,91.8,1
2015,53,069,51.38,1
2015,53,071,97.41,1
2015,53,073,93.95,1
2015,53,075,61.59,1
2015,53,077,68.97,1
2015,54,001,41.1,1
2015,54,003,16.25,1
2015,54,005,66.59,1
2015,54,007,54.22,1
2015,54,009,29.67,1
2015,54,011,88.35,1
2015,54,013,51.38,1
2015,54,015,41.1,1
2015,54,017,29.67,1
2015,54,019,41.1,1
2015,54,021,48.26,1
2015,54,023,21,1
2015,54,025,33.72,1
2015,54,027,33.72,1
2015,54,029,29.67,1
2015,54,031,72.25,1
2015,54,033,4.3,1
2015,54,035,37.54,1
2015,54,037,4.3,1
2015,54,039,63.99,1
2015,54,041,33.72,1
2015,54,043,96.26,1
2015,54,045,70.66,1
2015,54,047,72.25,1
2015,54,049,37.54,1
2015,54,051,11.27,1
2015,54,053,44.84,1
2015,54,055,33.72,1
2015,54,057,51.38,1
2015,54,059,76.38,1
2015,54,061,99.49,1
2015,54,063,44.84,1
2015,54,065,25.6,1
2015,54,067,33.72,1
2015,54,069,59.28,1
2015,54,071,11.27,1
2015,54,073,16.25,1
2015,54,075,44.84,1
2015,54,077,37.54,1
2015,54,079,11.27,1
2015,54,081,16.25,1
2015,54,083,21,1
2015,54,085,37.54,1
2015,54,087,51.38,1
2015,54,089,56.83,1
2015,54,091,21,1
2015,54,093,33.72,1
2015,54,095,48.26,1
2015,54,097,16.25,1
2015,54,099,59.28,1
2015,54,101,61.59,1
2015,54,103,44.84,1
2015,54,105,37.54,1
2015,54,107,85.53,1
2015,54,109,51.38,1
2015,55,001,21,1
2015,55,003,91.05,1
2015,55,005,25.6,1
2015,55,007,44.84,1
2015,55,009,78.96,1
2015,55,011,44.84,1
2015,55,013,54.22,1
2015,55,015,29.67,1
2015,55,017,16.25,1
2015,55,019,44.84,1
2015,55,021,4.3,1
2015,55,023,37.54,1
2015,55,025,86.95,1
2015,55,027,4.3,1
2015,55,029,21,1
2015,55,031,88.35,1
2015,55,033,21,1
2015,55,035,87.79,1
2015,55,037,76.38,1
2015,55,039,44.84,1
2015,55,041,76.38,1
2015,55,043,21,1
2015,55,045,4.3,1
2015,55,047,16.25,1
2015,55,049,11.27,1
2015,55,051,72.25,1
2015,55,053,37.54,1
2015,55,055,4.3,1
2015,55,057,37.54,1
2015,55,059,94.95,1
2015,55,061,4.3,1
2015,55,063,89.32,1
2015,55,065,25.6,1
2015,55,067,29.67,1
2015,55,069,41.1,1
2015,55,071,4.3,1
2015,55,073,73.94,1
2015,55,075,44.84,1
2015,55,077,16.25,1
2015,55,078,56.83,1
2015,55,079,98.31,1
2015,55,081,37.54,1
2015,55,083,33.72,1
2015,55,085,44.84,1
2015,55,087,66.59,1
2015,55,089,4.3,1
2015,55,091,29.67,1
2015,55,093,11.27,1
2015,55,095,21,1
2015,55,097,25.6,1
2015,55,099,68.97,1
2015,55,101,77.65,1
2015,55,103,29.67,1
2015,55,105,72.25,1
2015,55,107,61.59,1
2015,55,109,4.3,1
2015,55,111,4.3,1
2015,55,113,68.97,1
2015,55,115,21,1
2015,55,117,91.8,1
2015,55,119,41.1,1
2015,55,121,37.54,1
2015,55,123,37.54,1
2015,55,125,73.94,1
2015,55,127,4.3,1
2015,55,129,63.99,1
2015,55,131,4.3,1
2015,55,133,56.83,1
2015,55,135,11.27,1
2015,55,137,21,1
2015,55,139,85.53,1
2015,55,141,11.27,1
2015,56,001,33.72,1
2015,56,003,83.84,1
2015,56,005,66.59,1
2015,56,007,78.96,1
2015,56,009,75.21,1
2015,56,011,84.8,1
2015,56,013,68.97,1
2015,56,015,81.28,1
2015,56,017,77.65,1
2015,56,019,80.2,1
2015,56,021,68.97,1
2015,56,023,75.21,1
2015,56,025,66.59,1
2015,56,027,88.35,1
2015,56,029,61.59,1
2015,56,031,80.2,1
2015,56,033,51.38,1
2015,56,035,91.8,1
2015,56,037,59.28,1
2015,56,039,54.22,1
2015,56,041,56.83,1
2015,56,043,54.22,1
2015,56,045,88.83,1
2019,00,,3.22,1
2019,00,,53.28,1
2019,00,,87.46,1
2019,00,,95.46,1
2019,01,,1.13,1
2019,01,,3.22,1
2019,01,,3.22,1
2019,01,,4.98,1
2019,01,,4.98,1
2019,01,,9.28,1
2019,01,,9.28,1
2019,01,,9.28,1
2019,01,,9.28,1
2019,01,,16.83,1
2019,01,,16.83,1
2019,01,,16.83,1
2019,01,,16.83,1
2019,01,,16.83,1
2019,01,,16.83,1
2019,01,,16.83,1
2019,01,,16.83,3
2019,01,,28,1
2019,01,,28,1
2019,01,,28,1
2019,01,,28,1
2019,01,,28,1
2019,01,,28,1
2019,01,,28,1
2019,01,,28,1
2019,01,,40.94,1
2019,01,,40.94,1
2019,01,,40.94,1
2019,01,,40.94,1
2019,01,,40.94,1
2019,01,,40.94,1
2019,01,,40.94,1
2019,01,,40.94,1
2019,01,,40.94,1
2019,01,,53.28,1
2019,01,,53.28,1
2019,01,,53.28,1
2019,01,,53.28,1
2019,01,,53.28,1
2019,01,,53.28,1
2019,01,,53.28,1
2019,01,,53.28,1
2019,01,,53.28,1
2019,01,,53.28,1
2019,01,,53.28,1
2019,01,,62.81,1
2019,01,,62.81,1
2019,01,,62.81,1
2019,01,,62.81,1
2019,01,,62.81,1
2019,01,,69.71,1
2019,01,,69.71,1
2019,01,,69.71,1
2019,01,,69.71,1
2019,01,,69.71,1
2019,01,,69.71,1
2019,01,,73.99,1
2019,01,,73.99,1
2019,01,,73.99,1
2019,01,,73.99,1
2019,01,,73.99,1
2019,01,,78.61,1
2019,01,,78.61,1
2019,01,,78.61,1
2019,01,,81.25,1
2019,01,,82.19,1
2019,01,,83.49,1
2019,01,,84.18,1
2019,01,,84.18,1
2019,01,,86.42,1
2019,01,,86.88,1
2019,01,,88.28,1
2019,01,,89.4,1
2019,01,,89.4,1
2019,01,,89.84,1
2019,01,,89.84,1
2019,01,,91.5,1
2019,01,,91.75,1
2019,01,,93.25,1
2019,01,,93.46,1
2019,01,,94.89,1
2019,01,,96.51,1
2019,01,,96.77,1
2019,01,,97.52,1
2019,01,,97.74,1
2019,01,,99.14,1
2019,01,,99.27,1
2019,01,,99.78,1
2019,01,,99.81,1
2019,02,,81.25,1
2019,03,,1.13,1
2019,03,,4.98,1
2019,03,,6.34,1
2019,03,,6.34,1
2019,03,,9.28,1
2019,03,,9.28,1
2019,03,,9.28,1
2019,03,,9.28,1
2019,03,,9.28,1
2019,03,,16.83,1
2019,03,,16.83,1
2019,03,,16.83,1
2019,03,,16.83,1
2019,03,,16.83,1
2019,03,,28,1
2019,03,,28,1
2019,03,,28,1
2019,03,,28,1
2019,03,,28,1
2019,03,,28,1
2019,03,,28,1
