year,state,place,subgroup_type,subgroup,learning_rate,learning_rate_lb,learning_rate_ub,learning_rate_quality,state_name,place_name
2017,13,69000,income,Low Income,0.79369271,0.69033587,0.89704955,1,Georgia,Savannah city
2017,13,69000,income,Not Low-Income,0.75577188,0.61377269,0.89777106,1,Georgia,Savannah city
2017,13,80508,all,All,NA,NA,NA,NA,Georgia,Warner Robins city
2017,13,80508,income,Low Income,NA,NA,NA,NA,Georgia,Warner Robins city
2017,13,80508,income,Not Low-Income,NA,NA,NA,NA,Georgia,Warner Robins city
2017,15,71550,all,All,NA,NA,NA,NA,Hawaii,Urban Honolulu CDP
2017,15,71550,income,Low Income,NA,NA,NA,NA,Hawaii,Urban Honolulu CDP
2017,15,71550,income,Not Low-Income,NA,NA,NA,NA,Hawaii,Urban Honolulu CDP
2017,16,08830,all,All,0.94685739,0.83523232,1.0584824,1,Idaho,Boise City city
2017,16,08830,income,Low Income,1.0012167,0.85256565,1.1498677,1,Idaho,Boise City city
2017,16,08830,income,Not Low-Income,0.87692028,0.7581023,0.99573827,1,Idaho,Boise City city
2017,16,52120,all,All,1.2547117,1.1614071,1.3480164,1,Idaho,Meridian city
2017,16,52120,income,Low Income,1.2303309,1.0762666,1.3843952,1,Idaho,Meridian city
2017,16,52120,income,Not Low-Income,1.2184513,1.1288078,1.3080947,1,Idaho,Meridian city
2017,16,56260,all,All,1.2388159,1.0964046,1.3812273,1,Idaho,Nampa city
2017,16,56260,income,Low Income,1.2936436,1.1389427,1.4483445,1,Idaho,Nampa city
2017,16,56260,income,Not Low-Income,1.1431215,0.9517805,1.3344624,1,Idaho,Nampa city
2017,17,02154,all,All,0.93179643,0.72200334,1.1415895,1,Illinois,Arlington Heights village
2017,17,02154,income,Low Income,0.98465461,0.71201253,1.2572967,1,Illinois,Arlington Heights village
2017,17,02154,income,Not Low-Income,0.909958,0.7043854,1.1155306,1,Illinois,Arlington Heights village
2017,17,03012,all,All,1.0806447,0.95566535,1.2056241,1,Illinois,Aurora city
2017,17,03012,income,Low Income,1.1542407,0.9863885,1.322093,1,Illinois,Aurora city
2017,17,03012,income,Not Low-Income,0.98252743,0.85882914,1.1062257,1,Illinois,Aurora city
2017,17,06613,all,All,0.49047834,0.18875238,0.79220426,1,Illinois,Bloomington city
2017,17,06613,income,Low Income,0.57071573,0.23005107,0.91138041,1,Illinois,Bloomington city
2017,17,06613,income,Not Low-Income,0.45898646,0.079310134,0.8386628,1,Illinois,Bloomington city
2017,17,12385,all,All,0.77421218,0.58883506,0.9595893,1,Illinois,Champaign city
2017,17,12385,income,Low Income,0.77803874,0.56907547,0.98700202,1,Illinois,Champaign city
2017,17,12385,income,Not Low-Income,0.73715246,0.50318384,0.97112107,1,Illinois,Champaign city
2017,17,14000,all,All,1.1748384,1.1354722,1.2142048,2,Illinois,Chicago city
2017,17,14000,income,Low Income,1.1938431,1.1567284,1.230958,2,Illinois,Chicago city
2017,17,14000,income,Not Low-Income,0.9233458,0.84350848,1.0031831,2,Illinois,Chicago city
2017,17,14351,all,All,1.1695683,1.0422071,1.2969295,1,Illinois,Cicero town
2017,17,14351,income,Low Income,1.188596,1.0710365,1.3061556,1,Illinois,Cicero town
2017,17,14351,income,Not Low-Income,0.85884428,0.49292633,1.2247622,1,Illinois,Cicero town
2017,17,23074,all,All,1.0472966,0.96152264,1.1330707,1,Illinois,Elgin city
2017,17,23074,income,Low Income,1.0575312,0.96145558,1.1536069,1,Illinois,Elgin city
2017,17,23074,income,Not Low-Income,1.0106323,0.90137035,1.1198941,1,Illinois,Elgin city
2017,17,24582,all,All,1.3208994,0.32641619,2.3153825,3,Illinois,Evanston city
2017,17,24582,income,Low Income,1.4421717,0.043341897,2.8410015,3,Illinois,Evanston city
2017,17,24582,income,Not Low-Income,1.2801213,0.27259699,2.2876456,3,Illinois,Evanston city
2017,17,38570,all,All,1.0727888,0.91490108,1.2306767,1,Illinois,Joliet city
2017,17,38570,income,Low Income,1.1036196,0.96000177,1.2472374,1,Illinois,Joliet city
2017,17,38570,income,Not Low-Income,NA,NA,NA,NA,Illinois,Joliet city
2017,17,51622,all,All,1.2139734,1.0821183,1.3458285,1,Illinois,Naperville city
2017,17,51622,income,Low Income,1.43849,1.1324369,1.7445432,1,Illinois,Naperville city
2017,17,51622,income,Not Low-Income,1.187855,1.0750555,1.3006545,1,Illinois,Naperville city
2017,17,59000,all,All,0.93318301,0.68760848,1.1787575,1,Illinois,Peoria city
2017,17,59000,income,Low Income,0.95059037,0.70542675,1.1957539,1,Illinois,Peoria city
2017,17,59000,income,Not Low-Income,0.900823,0.67045671,1.1311893,1,Illinois,Peoria city
2017,17,65000,all,All,0.96352762,0.85517514,1.0718801,1,Illinois,Rockford city
2017,17,65000,income,Low Income,0.94151926,0.82596308,1.0570754,1,Illinois,Rockford city
2017,17,65000,income,Not Low-Income,0.61676991,0.45415771,0.77938211,1,Illinois,Rockford city
2017,17,68003,all,All,1.1718054,1.0509033,1.2927074,1,Illinois,Schaumburg village
2017,17,68003,income,Low Income,1.2553282,1.0202805,1.4903759,1,Illinois,Schaumburg village
2017,17,68003,income,Not Low-Income,1.1216503,1.0142758,1.2290249,1,Illinois,Schaumburg village
2017,17,72000,all,All,0.92594641,0.7777862,1.0741067,1,Illinois,Springfield city
2017,17,72000,income,Low Income,0.90836799,0.74582863,1.0709074,1,Illinois,Springfield city
2017,17,72000,income,Not Low-Income,0.9270336,0.73140764,1.1226596,1,Illinois,Springfield city
2017,17,79293,all,All,0.9288249,0.79277235,1.0648774,1,Illinois,Waukegan city
2017,17,79293,income,Low Income,0.91685009,0.7669338,1.0667664,1,Illinois,Waukegan city
2017,17,79293,income,Not Low-Income,0.97219443,0.79369181,1.1506971,1,Illinois,Waukegan city
2017,18,05860,all,All,1.1964965,1.0265315,1.3664615,1,Indiana,Bloomington city
2017,18,05860,income,Low Income,1.2219273,0.98333567,1.460519,1,Indiana,Bloomington city
2017,18,05860,income,Not Low-Income,1.0986485,0.92560393,1.2716932,1,Indiana,Bloomington city
2017,18,10342,all,All,0.95540082,0.82349515,1.0873065,1,Indiana,Carmel city
2017,18,10342,income,Low Income,1.0131437,0.5009315,1.5253558,2,Indiana,Carmel city
2017,18,10342,income,Not Low-Income,1.0248086,0.86915153,1.1804657,2,Indiana,Carmel city
2017,18,22000,all,All,1.0405613,0.92543763,1.1556851,1,Indiana,Evansville city
2017,18,22000,income,Low Income,0.9986704,0.86701375,1.130327,1,Indiana,Evansville city
2017,18,22000,income,Not Low-Income,1.065824,0.92341202,1.208236,1,Indiana,Evansville city
2017,18,23278,all,All,1.0230775,0.90838778,1.1377672,1,Indiana,Fishers city
2017,18,23278,income,Low Income,1.0124143,0.74655086,1.2782779,1,Indiana,Fishers city
2017,18,23278,income,Not Low-Income,1.0263927,0.92825651,1.1245289,1,Indiana,Fishers city
2017,18,25000,all,All,0.96965629,0.83271265,1.1065999,1,Indiana,Fort Wayne city
2017,18,25000,income,Low Income,0.94889092,0.8007375,1.0970445,1,Indiana,Fort Wayne city
2017,18,25000,income,Not Low-Income,0.92555225,0.76420665,1.0868979,1,Indiana,Fort Wayne city
2017,18,31000,all,All,1.0425313,0.89687073,1.1881918,1,Indiana,Hammond city
2017,18,31000,income,Low Income,1.0337863,0.8930068,1.1745658,1,Indiana,Hammond city
2017,18,31000,income,Not Low-Income,1.0577741,0.78284794,1.3327001,1,Indiana,Hammond city
2017,18,36003,all,All,NA,NA,NA,NA,Indiana,Indianapolis city (balance)
2017,18,36003,income,Low Income,NA,NA,NA,NA,Indiana,Indianapolis city (balance)
2017,18,36003,income,Not Low-Income,NA,NA,NA,NA,Indiana,Indianapolis city (balance)
2017,18,71000,all,All,0.93206924,0.8004719,1.0636666,1,Indiana,South Bend city
2017,18,71000,income,Low Income,0.92700666,0.79177278,1.0622405,1,Indiana,South Bend city
2017,18,71000,income,Not Low-Income,0.87980998,0.67904657,1.0805733,1,Indiana,South Bend city
2017,19,12000,all,All,0.91281855,0.74566031,1.0799768,1,Iowa,Cedar Rapids city
2017,19,12000,income,Low Income,0.78755277,0.5667966,1.0083089,1,Iowa,Cedar Rapids city
2017,19,12000,income,Not Low-Income,0.92790681,0.75224197,1.1035717,1,Iowa,Cedar Rapids city
2017,19,19000,all,All,0.88834602,0.7468375,1.0298545,1,Iowa,Davenport city
2017,19,19000,income,Low Income,0.87446737,0.71862513,1.0303097,1,Iowa,Davenport city
2017,19,19000,income,Not Low-Income,0.80676287,0.62041569,0.99311006,1,Iowa,Davenport city
2017,19,21000,all,All,0.96764416,0.85494256,1.0803457,1,Iowa,Des Moines city
2017,19,21000,income,Low Income,0.97801518,0.86425549,1.0917749,1,Iowa,Des Moines city
2017,19,21000,income,Not Low-Income,1.0927187,0.91522938,1.2702081,1,Iowa,Des Moines city
2017,19,73335,all,All,1.0165082,0.87046015,1.1625563,1,Iowa,Sioux City city
2017,19,73335,income,Low Income,0.96553212,0.80491,1.1261542,1,Iowa,Sioux City city
2017,19,73335,income,Not Low-Income,1.0724224,0.88048577,1.264359,1,Iowa,Sioux City city
2017,20,36000,all,All,1.0746319,0.8958869,1.2533768,1,Kansas,Kansas City city
2017,20,36000,income,Low Income,1.1130862,0.95503157,1.2711409,1,Kansas,Kansas City city
2017,20,36000,income,Not Low-Income,0.79964817,0.42242482,1.1768715,1,Kansas,Kansas City city
2017,20,38900,all,All,0.85008031,0.66404676,1.0361139,1,Kansas,Lawrence city
2017,20,38900,income,Low Income,0.70837027,0.44976339,0.96697718,1,Kansas,Lawrence city
2017,20,38900,income,Not Low-Income,0.84312022,0.65274346,1.033497,1,Kansas,Lawrence city
2017,20,52575,all,All,0.85931671,0.74908215,0.96955127,1,Kansas,Olathe city
2017,20,52575,income,Low Income,0.7931118,0.61039013,0.97583348,1,Kansas,Olathe city
2017,20,52575,income,Not Low-Income,0.86131203,0.75838482,0.96423924,1,Kansas,Olathe city
2017,20,53775,all,All,1.0695051,0.94517112,1.1938391,1,Kansas,Overland Park city
2017,20,53775,income,Low Income,1.0791503,0.68200016,1.4763005,1,Kansas,Overland Park city
2017,20,53775,income,Not Low-Income,1.068141,0.96571845,1.1705635,1,Kansas,Overland Park city
2017,20,71000,all,All,1.0224706,0.81329376,1.2316475,1,Kansas,Topeka city
2017,20,71000,income,Low Income,1.0339099,0.80155557,1.2662642,1,Kansas,Topeka city
2017,20,71000,income,Not Low-Income,0.89958495,0.63832659,1.1608434,1,Kansas,Topeka city
2017,20,79000,all,All,0.98125774,0.89309436,1.0694212,1,Kansas,Wichita city
2017,20,79000,income,Low Income,0.99166727,0.90486771,1.0784669,1,Kansas,Wichita city
2017,20,79000,income,Not Low-Income,0.96073037,0.80707443,1.1143863,1,Kansas,Wichita city
2017,21,46027,all,All,0.87406933,0.78755212,0.96058655,1,Kentucky,Lexington-Fayette urban county
2017,21,46027,income,Low Income,0.84685284,0.74257421,0.95113146,1,Kentucky,Lexington-Fayette urban county
2017,21,46027,income,Not Low-Income,0.89700663,0.79710841,0.99690485,1,Kentucky,Lexington-Fayette urban county
2017,21,48006,all,All,0.86148,0.80450922,0.91845077,1,Kentucky,Louisville/Jefferson County metro government (balance)
2017,21,48006,income,Low Income,0.86285126,0.80188787,0.92381465,1,Kentucky,Louisville/Jefferson County metro government (balance)
2017,21,48006,income,Not Low-Income,0.82365346,0.74487644,0.90243047,1,Kentucky,Louisville/Jefferson County metro government (balance)
2017,22,05000,all,All,0.91138971,0.8167659,1.0060135,1,Louisiana,Baton Rouge city
2017,22,05000,income,Low Income,0.89849108,0.81923229,0.97774988,1,Louisiana,Baton Rouge city
2017,22,05000,income,Not Low-Income,0.71541423,0.51449007,0.91633832,1,Louisiana,Baton Rouge city
2017,22,40735,all,All,0.98074389,0.88302606,1.0784616,1,Louisiana,Lafayette city
2017,22,40735,income,Low Income,1.0202782,0.91450173,1.1260546,1,Louisiana,Lafayette city
2017,22,40735,income,Not Low-Income,0.88277406,0.75071496,1.0148332,1,Louisiana,Lafayette city
2017,22,41155,all,All,0.94672298,0.85015923,1.0432867,1,Louisiana,Lake Charles city
2017,22,41155,income,Low Income,0.9578113,0.85190421,1.0637183,1,Louisiana,Lake Charles city
2017,22,41155,income,Not Low-Income,0.88396108,0.75647122,1.0114509,1,Louisiana,Lake Charles city
2017,22,55000,all,All,1.0922308,1.0088674,1.1755942,1,Louisiana,New Orleans city
2017,22,55000,income,Low Income,1.0802361,1.0012542,1.159218,1,Louisiana,New Orleans city
2017,22,55000,income,Not Low-Income,1.0253626,0.85017437,1.2005508,1,Louisiana,New Orleans city
2017,22,70000,all,All,1.0170323,0.92947084,1.1045938,1,Louisiana,Shreveport city
2017,22,70000,income,Low Income,1.0298625,0.93934715,1.1203779,1,Louisiana,Shreveport city
2017,22,70000,income,Not Low-Income,0.92866844,0.79754966,1.0597872,1,Louisiana,Shreveport city
2017,24,04000,all,All,0.9433139,0.83656514,1.0500627,2,Maryland,Baltimore city
2017,24,04000,income,Low Income,0.85672247,0.74669433,0.96675062,2,Maryland,Baltimore city
2017,24,04000,income,Not Low-Income,0.59835172,0.43468747,0.762016,2,Maryland,Baltimore city
2017,24,30325,all,All,0.94899422,0.82514042,1.072848,2,Maryland,Frederick city
2017,24,30325,income,Low Income,0.78571779,0.57403618,0.99739939,2,Maryland,Frederick city
2017,24,30325,income,Not Low-Income,0.98411822,0.86979228,1.0984442,2,Maryland,Frederick city
2017,25,07000,all,All,NA,NA,NA,NA,Massachusetts,Boston city
2017,25,07000,income,Low Income,NA,NA,NA,NA,Massachusetts,Boston city
2017,25,07000,income,Not Low-Income,NA,NA,NA,NA,Massachusetts,Boston city
2017,25,09000,all,All,1.083245,0.94809335,1.2183968,1,Massachusetts,Brockton city
2017,25,09000,income,Low Income,1.027299,0.88167369,1.1729244,1,Massachusetts,Brockton city
2017,25,09000,income,Not Low-Income,0.9038493,0.69897383,1.1087247,1,Massachusetts,Brockton city
2017,25,11000,all,All,1.0221132,0.81881917,1.2254072,1,Massachusetts,Cambridge city
2017,25,11000,income,Low Income,0.92376363,0.66552114,1.1820061,1,Massachusetts,Cambridge city
2017,25,11000,income,Not Low-Income,0.85694081,0.62694305,1.0869385,1,Massachusetts,Cambridge city
2017,25,23000,all,All,1.0659326,0.90806663,1.2237986,1,Massachusetts,Fall River city
2017,25,23000,income,Low Income,1.0250869,0.86209297,1.1880808,1,Massachusetts,Fall River city
2017,25,23000,income,Not Low-Income,0.88848609,0.63930923,1.1376629,1,Massachusetts,Fall River city
2017,25,34550,all,All,NA,NA,NA,NA,Massachusetts,Lawrence city
2017,25,34550,income,Low Income,NA,NA,NA,NA,Massachusetts,Lawrence city
2017,25,34550,income,Not Low-Income,NA,NA,NA,NA,Massachusetts,Lawrence city
2017,25,37000,all,All,0.97156423,0.83003068,1.1130978,1,Massachusetts,Lowell city
2017,25,37000,income,Low Income,0.88777202,0.73538285,1.0401611,2,Massachusetts,Lowell city
2017,25,37000,income,Not Low-Income,0.85676354,0.65106183,1.0624653,1,Massachusetts,Lowell city
2017,25,37490,all,All,1.0461595,0.90457201,1.187747,1,Massachusetts,Lynn city
2017,25,37490,income,Low Income,1.1991049,0.89648968,1.5017201,3,Massachusetts,Lynn city
2017,25,37490,income,Not Low-Income,0.87663031,0.6636647,1.0895959,1,Massachusetts,Lynn city
2017,25,45000,all,All,0.82454175,0.67835975,0.97072375,2,Massachusetts,New Bedford city
2017,25,45000,income,Low Income,0.87391984,0.65509474,1.0927449,3,Massachusetts,New Bedford city
2017,25,45000,income,Not Low-Income,0.75010049,0.53174168,0.96845931,2,Massachusetts,New Bedford city
2017,25,45560,all,All,NA,NA,NA,NA,Massachusetts,Newton city
2017,25,45560,income,Low Income,NA,NA,NA,NA,Massachusetts,Newton city
2017,25,45560,income,Not Low-Income,NA,NA,NA,NA,Massachusetts,Newton city
2017,25,55745,all,All,1.2145581,1.0294431,1.3996731,1,Massachusetts,Quincy city
2017,25,55745,income,Low Income,1.2278941,0.97602743,1.4797608,1,Massachusetts,Quincy city
2017,25,55745,income,Not Low-Income,1.1471982,0.95375127,1.3406452,1,Massachusetts,Quincy city
2017,25,62535,all,All,1.1396658,0.8771174,1.4022143,1,Massachusetts,Somerville city
2017,25,62535,income,Low Income,1.2039307,0.80172724,1.6061343,2,Massachusetts,Somerville city
2017,25,62535,income,Not Low-Income,0.78754807,0.45471677,1.1203793,1,Massachusetts,Somerville city
2017,25,67000,all,All,0.78528458,0.67745709,0.89311206,1,Massachusetts,Springfield city
2017,25,67000,income,Low Income,0.74271977,0.6389662,0.84647334,1,Massachusetts,Springfield city
2017,25,67000,income,Not Low-Income,0.68095422,0.46055624,0.90135223,1,Massachusetts,Springfield city
2017,25,82000,all,All,0.99079937,0.86574078,1.115858,2,Massachusetts,Worcester city
2017,25,82000,income,Low Income,1.1313365,0.88794261,1.3747303,3,Massachusetts,Worcester city
2017,25,82000,income,Not Low-Income,0.87794346,0.70354915,1.0523378,2,Massachusetts,Worcester city
2017,26,03000,all,All,1.2074487,1.0800675,1.3348299,1,Michigan,Ann Arbor city
2017,26,03000,income,Low Income,1.0664407,0.86058229,1.2722991,1,Michigan,Ann Arbor city
2017,26,03000,income,Not Low-Income,1.2339586,1.1138352,1.354082,1,Michigan,Ann Arbor city
2017,26,21000,all,All,1.1156702,1.0048906,1.2264498,1,Michigan,Dearborn city
2017,26,21000,income,Low Income,1.1379325,1.028439,1.247426,1,Michigan,Dearborn city
2017,26,21000,income,Not Low-Income,1.118499,0.92775673,1.3092414000000001,1,Michigan,Dearborn city
2017,26,22000,all,All,1.1389973,1.0801661,1.1978285,1,Michigan,Detroit city
2017,26,22000,income,Low Income,1.1495364,1.0945678,1.204505,1,Michigan,Detroit city
2017,26,22000,income,Not Low-Income,1.0366428,0.90148669,1.1717989,1,Michigan,Detroit city
2017,26,27440,all,All,NA,NA,NA,NA,Michigan,Farmington Hills city
2017,26,27440,income,Low Income,NA,NA,NA,NA,Michigan,Farmington Hills city
2017,26,27440,income,Not Low-Income,NA,NA,NA,NA,Michigan,Farmington Hills city
2017,26,29000,all,All,0.92275691,0.66820133,1.1773126,1,Michigan,Flint city
2017,26,29000,income,Low Income,0.94177061,0.69939595,1.1841452,1,Michigan,Flint city
2017,26,29000,income,Not Low-Income,0.83045566,0.37160313,1.2893082,2,Michigan,Flint city
2017,26,34000,all,All,1.0551375,0.85555518,1.2547199,1,Michigan,Grand Rapids city
2017,26,34000,income,Low Income,1.0413129,0.81326592,1.2693598,1,Michigan,Grand Rapids city
2017,26,34000,income,Not Low-Income,1.0802416,0.79568464,1.3647984,1,Michigan,Grand Rapids city
2017,26,46000,all,All,0.83213085,0.64845294,1.0158088,1,Michigan,Lansing city
2017,26,46000,income,Low Income,0.86329114,0.67706627,1.0495161,1,Michigan,Lansing city
2017,26,46000,income,Not Low-Income,0.78121728,0.49183717,1.0705974,1,Michigan,Lansing city
2017,26,49000,all,All,1.0578549,0.8868891,1.2288207,1,Michigan,Livonia city
2017,26,49000,income,Low Income,1.1625004,0.90234375,1.422657,1,Michigan,Livonia city
2017,26,49000,income,Not Low-Income,0.99049532,0.82588547,1.155105,1,Michigan,Livonia city
2017,26,69035,all,All,NA,NA,NA,NA,Michigan,Rochester Hills city
2017,26,69035,income,Low Income,NA,NA,NA,NA,Michigan,Rochester Hills city
2017,26,69035,income,Not Low-Income,NA,NA,NA,NA,Michigan,Rochester Hills city
2017,26,74900,all,All,0.94959277,0.78790963,1.1112759,1,Michigan,Southfield city
2017,26,74900,income,Low Income,0.92986768,0.76010853,1.0996269,1,Michigan,Southfield city
2017,26,74900,income,Not Low-Income,0.98219854,0.7491824,1.2152147,1,Michigan,Southfield city
2017,26,76460,all,All,1.1445746,1.0423651,1.2467842,1,Michigan,Sterling Heights city
2017,26,76460,income,Low Income,1.1339116,0.98118699,1.2866362,1,Michigan,Sterling Heights city
2017,26,76460,income,Not Low-Income,1.1551784,1.0551795,1.2551774,1,Michigan,Sterling Heights city
2017,26,80700,all,All,1.1105636,0.95406777,1.2670594,1,Michigan,Troy city
2017,26,80700,income,Low Income,1.1382805,0.7775616,1.4989995,1,Michigan,Troy city
2017,26,80700,income,Not Low-Income,1.0938792,0.95983744,1.227921,1,Michigan,Troy city
2017,26,84000,all,All,1.1776443,0.97712821,1.3781604,1,Michigan,Warren city
2017,26,84000,income,Low Income,1.2092692,0.99402088,1.4245175,1,Michigan,Warren city
2017,26,84000,income,Not Low-Income,1.1689548,0.89573753,1.4421723,1,Michigan,Warren city
2017,26,86000,all,All,0.99684787,0.84271336,1.1509824,1,Michigan,Westland city
2017,26,86000,income,Low Income,0.97840524,0.80723423,1.1495762,1,Michigan,Westland city
2017,26,86000,income,Not Low-Income,0.89773738,0.69651514,1.0989596,1,Michigan,Westland city
2017,26,88940,all,All,0.99472058,0.70832717,1.281114,1,Michigan,Wyoming city
2017,26,88940,income,Low Income,1.040421,0.74740165,1.3334404,1,Michigan,Wyoming city
2017,26,88940,income,Not Low-Income,0.84874505,0.50086409,1.1966261,1,Michigan,Wyoming city
2017,27,06616,all,All,0.83854592,0.66468287,1.012409,1,Minnesota,Bloomington city
2017,27,06616,income,Low Income,0.91295534,0.6816889,1.1442218,1,Minnesota,Bloomington city
2017,27,06616,income,Not Low-Income,0.82545996,0.64229178,1.0086281,1,Minnesota,Bloomington city
2017,27,07966,all,All,NA,NA,NA,NA,Minnesota,Brooklyn Park city
2017,27,07966,income,Low Income,NA,NA,NA,NA,Minnesota,Brooklyn Park city
2017,27,07966,income,Not Low-Income,NA,NA,NA,NA,Minnesota,Brooklyn Park city
2017,27,17000,all,All,0.96287686,0.78915143,1.1366023,1,Minnesota,Duluth city
2017,27,17000,income,Low Income,0.8914935,0.66065538,1.1223316,1,Minnesota,Duluth city
2017,27,17000,income,Not Low-Income,0.91762775,0.73412788,1.1011276,1,Minnesota,Duluth city
2017,27,43000,all,All,0.95045638,0.84132797,1.0595849,1,Minnesota,Minneapolis city
2017,27,43000,income,Low Income,0.98852158,0.87294072,1.1041025,1,Minnesota,Minneapolis city
2017,27,43000,income,Not Low-Income,0.84083742,0.68660021,0.99507463,1,Minnesota,Minneapolis city
2017,27,51730,all,All,NA,NA,NA,NA,Minnesota,Plymouth city
2017,27,51730,income,Low Income,NA,NA,NA,NA,Minnesota,Plymouth city
2017,27,51730,income,Not Low-Income,NA,NA,NA,NA,Minnesota,Plymouth city
2017,27,54880,all,All,0.82112718,0.68747324,0.95478112,1,Minnesota,Rochester city
2017,27,54880,income,Low Income,0.8212381,0.63728255,1.0051936,1,Minnesota,Rochester city
2017,27,54880,income,Not Low-Income,0.79171497,0.65417528,0.92925465,1,Minnesota,Rochester city
2017,27,58000,all,All,NA,NA,NA,NA,Minnesota,St. Paul city
2017,27,58000,income,Low Income,NA,NA,NA,NA,Minnesota,St. Paul city
2017,27,58000,income,Not Low-Income,NA,NA,NA,NA,Minnesota,St. Paul city
2017,27,71428,all,All,NA,NA,NA,NA,Minnesota,Woodbury city
2017,27,71428,income,Low Income,NA,NA,NA,NA,Minnesota,Woodbury city
2017,27,71428,income,Not Low-Income,NA,NA,NA,NA,Minnesota,Woodbury city
2017,28,36000,all,All,0.79510236,0.69058841,0.8996163,1,Mississippi,Jackson city
2017,28,36000,income,Low Income,0.84554732,0.75094354,0.9401511,1,Mississippi,Jackson city
2017,28,36000,income,Not Low-Income,0.35343102,-0.26081172,0.96767378,3,Mississippi,Jackson city
2017,29,15670,all,All,0.97966057,0.84926367,1.1100575,1,Missouri,Columbia city
2017,29,15670,income,Low Income,0.87480265,0.6991325,1.0504727,1,Missouri,Columbia city
2017,29,15670,income,Not Low-Income,1.0197488,0.88359773,1.1558999,1,Missouri,Columbia city
2017,29,35000,all,All,0.96701926,0.79519975,1.1388388,1,Missouri,Independence city
2017,29,35000,income,Low Income,0.966932,0.78869277,1.1451712,1,Missouri,Independence city
2017,29,35000,income,Not Low-Income,0.92882168,0.67536539,1.182278,1,Missouri,Independence city
2017,29,38000,all,All,0.99656999,0.85148716,1.1416528,1,Missouri,Kansas City city
2017,29,38000,income,Low Income,0.99681425,0.8461532,1.1474754,1,Missouri,Kansas City city
2017,29,38000,income,Not Low-Income,1.0127972,0.79613078,1.2294637,1,Missouri,Kansas City city
2017,29,41348,all,All,NA,NA,NA,NA,Missouri,Lee's Summit city
2017,29,41348,income,Low Income,NA,NA,NA,NA,Missouri,Lee's Summit city
2017,29,41348,income,Not Low-Income,NA,NA,NA,NA,Missouri,Lee's Summit city
2017,29,54074,all,All,NA,NA,NA,NA,Missouri,O'Fallon city
2017,29,54074,income,Low Income,NA,NA,NA,NA,Missouri,O'Fallon city
2017,29,54074,income,Not Low-Income,NA,NA,NA,NA,Missouri,O'Fallon city
2017,29,65000,all,All,NA,NA,NA,NA,Missouri,St. Louis city
2017,29,65000,income,Low Income,NA,NA,NA,NA,Missouri,St. Louis city
2017,29,65000,income,Not Low-Income,NA,NA,NA,NA,Missouri,St. Louis city
2017,29,70000,all,All,1.0207726,0.91123623,1.1303089,1,Missouri,Springfield city
2017,29,70000,income,Low Income,0.95101637000000006,0.8236469,1.0783858,1,Missouri,Springfield city
2017,29,70000,income,Not Low-Income,1.0368869,0.90444559,1.1693282,1,Missouri,Springfield city
2017,30,06550,all,All,1.1162713,0.87232882,1.3602139,2,Montana,Billings city
2017,30,06550,income,Low Income,1.1296479,0.92579591,1.3334998,2,Montana,Billings city
2017,30,06550,income,Not Low-Income,1.0535579,0.72711653,1.3799994,2,Montana,Billings city
2017,31,28000,all,All,0.9328894,0.84678727,1.0189916,1,Nebraska,Lincoln city
2017,31,28000,income,Low Income,0.94795072,0.83788443,1.058017,1,Nebraska,Lincoln city
2017,31,28000,income,Not Low-Income,0.89064163,0.79690546,0.9843778,1,Nebraska,Lincoln city
2017,31,37000,all,All,0.91162944,0.81325895,1.0099999,1,Nebraska,Omaha city
2017,31,37000,income,Low Income,0.94731921,0.84141815,1.0532203,1,Nebraska,Omaha city
2017,31,37000,income,Not Low-Income,0.91339654,0.79314429,1.0336487,1,Nebraska,Omaha city
2017,32,31900,all,All,NA,NA,NA,NA,Nevada,Henderson city
2017,32,31900,income,Low Income,NA,NA,NA,NA,Nevada,Henderson city
2017,32,31900,income,Not Low-Income,NA,NA,NA,NA,Nevada,Henderson city
2017,32,40000,all,All,1.0369415,1.0033937,1.0704894,2,Nevada,Las Vegas city
2017,32,40000,income,Low Income,1.0520643,1.0146314,1.0894972,2,Nevada,Las Vegas city
2017,32,40000,income,Not Low-Income,0.92543423,0.88203508,0.96883339,2,Nevada,Las Vegas city
2017,32,51800,all,All,NA,NA,NA,NA,Nevada,North Las Vegas city
2017,32,51800,income,Low Income,NA,NA,NA,NA,Nevada,North Las Vegas city
2017,32,51800,income,Not Low-Income,NA,NA,NA,NA,Nevada,North Las Vegas city
2017,32,60600,all,All,1.0386949,0.96249127,1.1148984,2,Nevada,Reno city
2017,32,60600,income,Low Income,1.064752,0.96879733,1.1607066,2,Nevada,Reno city
2017,32,60600,income,Not Low-Income,0.93462306,0.84952223,1.0197239,2,Nevada,Reno city
2017,32,68400,all,All,NA,NA,NA,NA,Nevada,Sparks city
2017,32,68400,income,Low Income,NA,NA,NA,NA,Nevada,Sparks city
2017,32,68400,income,Not Low-Income,NA,NA,NA,NA,Nevada,Sparks city
2017,33,45140,all,All,0.74792832,-0.11025254,1.6061091,3,New Hampshire,Manchester city
2017,33,45140,income,Low Income,0.81631869,-0.24656054,1.879198,3,New Hampshire,Manchester city
2017,33,45140,income,Not Low-Income,0.63070172,-0.34298137,1.6043848,3,New Hampshire,Manchester city
2017,33,50260,all,All,0.89568484,0.60029572,1.1910739,2,New Hampshire,Nashua city
