year,state,place,state_name,place_name,population,in_universe
2019,13,04204,Georgia,Augusta-Richmond County consolidated government (balance),197888,TRUE
2019,13,19000,Georgia,Columbus city,195769,TRUE
2019,13,42425,Georgia,Johns Creek city,84579,TRUE
2019,13,49008,Georgia,Macon-Bibb County,153159,TRUE
2019,13,67284,Georgia,Roswell city,94763,TRUE
2019,13,68516,Georgia,Sandy Springs city,109452,TRUE
2019,13,69000,Georgia,Savannah city,144464,TRUE
2019,13,72122,Georgia,South Fulton city,99155,TRUE
2019,13,80508,Georgia,Warner Robins city,77617,TRUE
2019,15,71550,Hawaii,Urban Honolulu CDP,345064,TRUE
2019,16,08830,Idaho,Boise City city,228959,TRUE
2019,16,52120,Idaho,Meridian city,114161,TRUE
2019,16,56260,Idaho,Nampa city,99277,TRUE
2019,17,02154,Illinois,Arlington Heights village,74760,TRUE
2019,17,03012,Illinois,Aurora city,197757,TRUE
2019,17,06613,Illinois,Bloomington city,77330,TRUE
2019,17,12385,Illinois,Champaign city,88909,TRUE
2019,17,14000,Illinois,Chicago city,2693976,TRUE
2019,17,14351,Illinois,Cicero town,80796,TRUE
2019,17,23074,Illinois,Elgin city,110849,TRUE
2019,17,24582,Illinois,Evanston city,73473,TRUE
2019,17,38570,Illinois,Joliet city,147344,TRUE
2019,17,51622,Illinois,Naperville city,148449,TRUE
2019,17,59000,Illinois,Peoria city,110417,TRUE
2019,17,65000,Illinois,Rockford city,145609,TRUE
2019,17,68003,Illinois,Schaumburg village,72887,TRUE
2019,17,72000,Illinois,Springfield city,114230,TRUE
2019,17,79293,Illinois,Waukegan city,86075,TRUE
2019,18,05860,Indiana,Bloomington city,85755,TRUE
2019,18,10342,Indiana,Carmel city,101068,TRUE
2019,18,22000,Indiana,Evansville city,117979,TRUE
2019,18,23278,Indiana,Fishers city,95310,TRUE
2019,18,25000,Indiana,Fort Wayne city,270402,TRUE
2019,18,31000,Indiana,Hammond city,75522,TRUE
2019,18,36003,Indiana,Indianapolis city (balance),876384,TRUE
2019,18,71000,Indiana,South Bend city,102026,TRUE
2019,19,12000,Iowa,Cedar Rapids city,133562,TRUE
2019,19,19000,Iowa,Davenport city,101590,TRUE
2019,19,21000,Iowa,Des Moines city,214237,TRUE
2019,19,73335,Iowa,Sioux City city,82651,TRUE
2019,20,36000,Kansas,Kansas City city,152960,TRUE
2019,20,38900,Kansas,Lawrence city,98193,TRUE
2019,20,52575,Kansas,Olathe city,140545,TRUE
2019,20,53775,Kansas,Overland Park city,195494,TRUE
2019,20,71000,Kansas,Topeka city,125310,TRUE
2019,20,79000,Kansas,Wichita city,389938,TRUE
2019,21,46027,Kentucky,Lexington-Fayette urban county,323152,TRUE
2019,21,48006,Kentucky,Louisville/Jefferson County metro government (balance),617638,TRUE
2019,22,05000,Louisiana,Baton Rouge city,220236,TRUE
2019,22,40735,Louisiana,Lafayette city,126185,TRUE
2019,22,41155,Louisiana,Lake Charles city,78396,TRUE
2019,22,55000,Louisiana,New Orleans city,390144,TRUE
2019,22,70000,Louisiana,Shreveport city,187112,TRUE
2019,24,04000,Maryland,Baltimore city,593490,TRUE
2019,24,30325,Maryland,Frederick city,72244,TRUE
2019,25,07000,Massachusetts,Boston city,692600,TRUE
2019,25,09000,Massachusetts,Brockton city,95708,TRUE
2019,25,11000,Massachusetts,Cambridge city,118927,TRUE
2019,25,23000,Massachusetts,Fall River city,89541,TRUE
2019,25,34550,Massachusetts,Lawrence city,80028,TRUE
2019,25,37000,Massachusetts,Lowell city,110997,TRUE
2019,25,37490,Massachusetts,Lynn city,94299,TRUE
2019,25,45000,Massachusetts,New Bedford city,95363,TRUE
2019,25,45560,Massachusetts,Newton city,88414,TRUE
2019,25,55745,Massachusetts,Quincy city,94470,TRUE
2019,25,62535,Massachusetts,Somerville city,81360,TRUE
2019,25,67000,Massachusetts,Springfield city,153606,TRUE
2019,25,82000,Massachusetts,Worcester city,185428,TRUE
2019,26,03000,Michigan,Ann Arbor city,119980,TRUE
2019,26,21000,Michigan,Dearborn city,93932,TRUE
2019,26,22000,Michigan,Detroit city,670031,TRUE
2019,26,27440,Michigan,Farmington Hills city,80612,TRUE
2019,26,29000,Michigan,Flint city,95538,TRUE
2019,26,34000,Michigan,Grand Rapids city,201013,TRUE
2019,26,46000,Michigan,Lansing city,118210,TRUE
2019,26,49000,Michigan,Livonia city,93665,TRUE
2019,26,69035,Michigan,Rochester Hills city,74516,TRUE
2019,26,74900,Michigan,Southfield city,72689,TRUE
2019,26,76460,Michigan,Sterling Heights city,132438,TRUE
2019,26,80700,Michigan,Troy city,84092,TRUE
2019,26,84000,Michigan,Warren city,133943,TRUE
2019,26,86000,Michigan,Westland city,81511,TRUE
2019,26,88940,Michigan,Wyoming city,75667,TRUE
2019,27,06616,Minnesota,Bloomington city,84943,TRUE
2019,27,07966,Minnesota,Brooklyn Park city,80389,TRUE
2019,27,17000,Minnesota,Duluth city,85618,TRUE
2019,27,43000,Minnesota,Minneapolis city,429606,TRUE
2019,27,51730,Minnesota,Plymouth city,79768,TRUE
2019,27,54880,Minnesota,Rochester city,118935,TRUE
2019,27,58000,Minnesota,St. Paul city,308096,TRUE
2019,27,71428,Minnesota,Woodbury city,72828,TRUE
2019,28,36000,Mississippi,Jackson city,160628,TRUE
2019,29,15670,Missouri,Columbia city,123195,TRUE
2019,29,35000,Missouri,Independence city,116672,TRUE
2019,29,38000,Missouri,Kansas City city,495327,TRUE
2019,29,41348,Missouri,Lee's Summit city,99357,TRUE
2019,29,54074,Missouri,O'Fallon city,88673,TRUE
2019,29,65000,Missouri,St. Louis city,300576,TRUE
2019,29,70000,Missouri,Springfield city,167882,TRUE
2019,30,06550,Montana,Billings city,109577,TRUE
2019,31,28000,Nebraska,Lincoln city,289102,TRUE
2019,31,37000,Nebraska,Omaha city,478192,TRUE
2019,32,31900,Nevada,Henderson city,320189,TRUE
2019,32,40000,Nevada,Las Vegas city,651319,TRUE
2019,32,51800,Nevada,North Las Vegas city,251974,TRUE
2019,32,60600,Nevada,Reno city,255601,TRUE
2019,32,68400,Nevada,Sparks city,105006,TRUE
2019,33,45140,New Hampshire,Manchester city,112673,TRUE
2019,33,50260,New Hampshire,Nashua city,89355,TRUE
2019,34,13690,New Jersey,Clifton city,85052,TRUE
2019,34,21000,New Jersey,Elizabeth city,129216,TRUE
2019,34,36000,New Jersey,Jersey City city,262075,TRUE
2019,34,51000,New Jersey,Newark city,282011,TRUE
2019,34,57000,New Jersey,Paterson city,145233,TRUE
2019,34,74000,New Jersey,Trenton city,83203,TRUE
2019,35,02000,New Mexico,Albuquerque city,560513,TRUE
2019,35,39380,New Mexico,Las Cruces city,103432,TRUE
2019,35,63460,New Mexico,Rio Rancho city,99178,TRUE
2019,35,70500,New Mexico,Santa Fe city,84683,TRUE
2019,36,01000,New York,Albany city,96460,TRUE
2019,36,11000,New York,Buffalo city,255284,TRUE
2019,36,50617,New York,New Rochelle city,78557,TRUE
2019,36,51000,New York,New York city,8336817,TRUE
2019,36,63000,New York,Rochester city,205695,TRUE
2019,36,73000,New York,Syracuse city,142327,TRUE
2019,36,84000,New York,Yonkers city,200370,TRUE
2019,37,02140,North Carolina,Asheville city,92870,TRUE
2019,37,10740,North Carolina,Cary town,170282,TRUE
2019,37,12000,North Carolina,Charlotte city,885708,TRUE
2019,37,14100,North Carolina,Concord city,96341,TRUE
2019,37,19000,North Carolina,Durham city,278993,TRUE
2019,37,22920,North Carolina,Fayetteville city,211657,TRUE
2019,37,25580,North Carolina,Gastonia city,77273,TRUE
2019,37,28000,North Carolina,Greensboro city,296710,TRUE
2019,37,28080,North Carolina,Greenville city,93400,TRUE
2019,37,31400,North Carolina,High Point city,112791,TRUE
2019,37,55000,North Carolina,Raleigh city,474069,TRUE
2019,37,74440,North Carolina,Wilmington city,123744,TRUE
2019,37,75000,North Carolina,Winston-Salem city,247945,TRUE
2019,38,25700,North Dakota,Fargo city,124662,TRUE
2019,39,01000,Ohio,Akron city,197597,TRUE
2019,39,15000,Ohio,Cincinnati city,303940,TRUE
2019,39,16000,Ohio,Cleveland city,381009,TRUE
2019,39,18000,Ohio,Columbus city,898553,TRUE
2019,39,21000,Ohio,Dayton city,140407,TRUE
2019,39,61000,Ohio,Parma city,78103,TRUE
2019,39,77000,Ohio,Toledo city,272779,TRUE
2019,40,09050,Oklahoma,Broken Arrow city,110198,TRUE
2019,40,23200,Oklahoma,Edmond city,94054,TRUE
2019,40,41850,Oklahoma,Lawton city,93025,TRUE
2019,40,52500,Oklahoma,Norman city,124880,TRUE
2019,40,55000,Oklahoma,Oklahoma City city,655057,TRUE
2019,40,75000,Oklahoma,Tulsa city,401190,TRUE
2019,41,05350,Oregon,Beaverton city,99037,TRUE
2019,41,05800,Oregon,Bend city,100421,TRUE
2019,41,23850,Oregon,Eugene city,172622,TRUE
2019,41,31250,Oregon,Gresham city,109381,TRUE
2019,41,34100,Oregon,Hillsboro city,109128,TRUE
2019,41,47000,Oregon,Medford city,83072,TRUE
2019,41,59000,Oregon,Portland city,654741,TRUE
2019,41,64900,Oregon,Salem city,174365,TRUE
2019,42,02000,Pennsylvania,Allentown city,121442,TRUE
2019,42,06088,Pennsylvania,Bethlehem city,75815,TRUE
2019,42,24000,Pennsylvania,Erie city,95508,TRUE
2019,42,60000,Pennsylvania,Philadelphia city,1584064,TRUE
2019,42,61000,Pennsylvania,Pittsburgh city,300286,TRUE
2019,42,63624,Pennsylvania,Reading city,88375,TRUE
2019,42,69000,Pennsylvania,Scranton city,76653,TRUE
2019,44,19180,Rhode Island,Cranston city,81456,TRUE
2019,44,54640,Rhode Island,Pawtucket city,72117,TRUE
2019,44,59000,Rhode Island,Providence city,179883,TRUE
2019,44,74300,Rhode Island,Warwick city,81004,TRUE
2019,45,13330,South Carolina,Charleston city,137566,TRUE
2019,45,16000,South Carolina,Columbia city,131674,TRUE
2019,45,48535,South Carolina,Mount Pleasant town,91684,TRUE
2019,45,50875,South Carolina,North Charleston city,115382,TRUE
2019,46,59020,South Dakota,Sioux Falls city,183793,TRUE
2019,47,14000,Tennessee,Chattanooga city,182799,TRUE
2019,47,15160,Tennessee,Clarksville city,158146,TRUE
2019,47,27740,Tennessee,Franklin city,83097,TRUE
2019,47,40000,Tennessee,Knoxville city,187603,TRUE
2019,47,48000,Tennessee,Memphis city,651073,TRUE
2019,47,51560,Tennessee,Murfreesboro city,146900,TRUE
2019,47,52006,Tennessee,Nashville-Davidson metropolitan government (balance),670820,TRUE
2019,48,01000,Texas,Abilene city,123420,TRUE
2019,48,01924,Texas,Allen city,105623,TRUE
2019,48,03000,Texas,Amarillo city,199371,TRUE
2019,48,04000,Texas,Arlington city,398854,TRUE
2019,48,05000,Texas,Austin city,978908,TRUE
2019,48,06128,Texas,Baytown city,77192,TRUE
2019,48,07000,Texas,Beaumont city,116825,TRUE
2019,48,10768,Texas,Brownsville city,182781,TRUE
2019,48,10912,Texas,Bryan city,86276,TRUE
2019,48,13024,Texas,Carrollton city,139248,TRUE
2019,48,13552,Texas,Cedar Park city,79462,TRUE
2019,48,15976,Texas,College Station city,117911,TRUE
2019,48,16432,Texas,Conroe city,91079,TRUE
2019,48,17000,Texas,Corpus Christi city,326586,TRUE
2019,48,19000,Texas,Dallas city,1343573,TRUE
2019,48,19972,Texas,Denton city,141541,TRUE
2019,48,22660,Texas,Edinburg city,101170,TRUE
2019,48,24000,Texas,El Paso city,681728,TRUE
2019,48,26232,Texas,Flower Mound town,79135,TRUE
2019,48,27000,Texas,Fort Worth city,909585,TRUE
2019,48,27684,Texas,Frisco city,200490,TRUE
2019,48,29000,Texas,Garland city,239928,TRUE
2019,48,30464,Texas,Grand Prairie city,194543,TRUE
2019,48,35000,Texas,Houston city,2320268,TRUE
2019,48,37000,Texas,Irving city,239798,TRUE
2019,48,39148,Texas,Killeen city,151666,TRUE
2019,48,41464,Texas,Laredo city,262491,TRUE
2019,48,41980,Texas,League City city,107536,TRUE
2019,48,42508,Texas,Lewisville city,109212,TRUE
2019,48,43888,Texas,Longview city,81631,TRUE
2019,48,45000,Texas,Lubbock city,258862,TRUE
2019,48,45384,Texas,McAllen city,143268,TRUE
2019,48,45744,Texas,McKinney city,199177,TRUE
2019,48,47892,Texas,Mesquite city,140937,TRUE
2019,48,48072,Texas,Midland city,146038,TRUE
2019,48,48768,Texas,Mission city,84331,TRUE
2019,48,50820,Texas,New Braunfels city,90209,TRUE
2019,48,53388,Texas,Odessa city,123334,TRUE
2019,48,56000,Texas,Pasadena city,151227,TRUE
2019,48,56348,Texas,Pearland city,122460,TRUE
2019,48,57200,Texas,Pharr city,79112,TRUE
2019,48,58016,Texas,Plano city,287677,TRUE
2019,48,61796,Texas,Richardson city,121323,TRUE
2019,48,63500,Texas,Round Rock city,133372,TRUE
2019,48,64472,Texas,San Angelo city,101004,TRUE
2019,48,65000,Texas,San Antonio city,1547253,TRUE
2019,48,70808,Texas,Sugar Land city,118488,TRUE
2019,48,72176,Texas,Temple city,78439,TRUE
2019,48,74144,Texas,Tyler city,106985,TRUE
2019,48,76000,Texas,Waco city,139236,TRUE
2019,48,79000,Texas,Wichita Falls city,104683,TRUE
2019,49,43660,Utah,Layton city,78014,TRUE
2019,49,44320,Utah,Lehi city,69724,TRUE
2019,49,55980,Utah,Ogden city,87773,TRUE
2019,49,57300,Utah,Orem city,97828,TRUE
2019,49,62470,Utah,Provo city,116618,TRUE
2019,49,65330,Utah,St. George city,89587,TRUE
2019,49,67000,Utah,Salt Lake City city,200567,TRUE
2019,49,67440,Utah,Sandy city,96380,TRUE
2019,49,70850,Utah,South Jordan city,76598,TRUE
2019,49,82950,Utah,West Jordan city,116480,TRUE
2019,49,83470,Utah,West Valley City city,135248,TRUE
2019,51,01000,Virginia,Alexandria city,159428,TRUE
2019,51,16000,Virginia,Chesapeake city,244835,TRUE
2019,51,35000,Virginia,Hampton city,134510,TRUE
2019,51,47672,Virginia,Lynchburg city,82168,TRUE
2019,51,56000,Virginia,Newport News city,179225,TRUE
2019,51,57000,Virginia,Norfolk city,242742,TRUE
2019,51,64000,Virginia,Portsmouth city,94398,TRUE
2019,51,67000,Virginia,Richmond city,230436,TRUE
2019,51,68000,Virginia,Roanoke city,99143,TRUE
2019,51,76432,Virginia,Suffolk city,92108,TRUE
2019,51,82000,Virginia,Virginia Beach city,449974,TRUE
2019,53,03180,Washington,Auburn city,81464,TRUE
2019,53,05210,Washington,Bellevue city,148164,TRUE
2019,53,05280,Washington,Bellingham city,92314,TRUE
2019,53,22640,Washington,Everett city,111475,TRUE
2019,53,23515,Washington,Federal Way city,96289,TRUE
2019,53,35275,Washington,Kennewick city,84347,TRUE
2019,53,35415,Washington,Kent city,132319,TRUE
2019,53,35940,Washington,Kirkland city,93010,TRUE
2019,53,53545,Washington,Pasco city,75432,TRUE
2019,53,57745,Washington,Renton city,101751,TRUE
2019,53,63000,Washington,Seattle city,753675,TRUE
2019,53,67000,Washington,Spokane city,222081,TRUE
2019,53,67167,Washington,Spokane Valley city,101060,TRUE
2019,53,70000,Washington,Tacoma city,217827,TRUE
2019,53,74060,Washington,Vancouver city,184463,TRUE
2019,53,80010,Washington,Yakima city,93637,TRUE
2019,55,02375,Wisconsin,Appleton city,74098,TRUE
2019,55,31000,Wisconsin,Green Bay city,104578,TRUE
2019,55,39225,Wisconsin,Kenosha city,99944,TRUE
2019,55,48000,Wisconsin,Madison city,259680,TRUE
2019,55,53000,Wisconsin,Milwaukee city,590157,TRUE
2019,55,66000,Wisconsin,Racine city,76760,TRUE
2020,01,03076,Alabama,Auburn city,76143,TRUE
2020,01,07000,Alabama,Birmingham city,200733,TRUE
2020,01,35896,Alabama,Hoover city,92606,TRUE
2020,01,37000,Alabama,Huntsville city,215006,TRUE
2020,01,50000,Alabama,Mobile city,187041,TRUE
2020,01,51000,Alabama,Montgomery city,200603,TRUE
2020,01,77256,Alabama,Tuscaloosa city,99600,TRUE
2020,02,03000,Alaska,Anchorage municipality,291247,TRUE
2020,04,04720,Arizona,Avondale city,89334,TRUE
2020,04,07940,Arizona,Buckeye city,91502,TRUE
2020,04,12000,Arizona,Chandler city,275987,TRUE
2020,04,23620,Arizona,Flagstaff city,76831,TRUE
2020,04,27400,Arizona,Gilbert town,267918,TRUE
2020,04,27820,Arizona,Glendale city,248325,TRUE
2020,04,28380,Arizona,Goodyear city,95294,TRUE
2020,04,46000,Arizona,Mesa city,504258,TRUE
2020,04,54050,Arizona,Peoria city,190985,TRUE
2020,04,55000,Arizona,Phoenix city,1608139,TRUE
2020,04,65000,Arizona,Scottsdale city,241361,TRUE
2020,04,71510,Arizona,Surprise city,143148,TRUE
2020,04,73000,Arizona,Tempe city,180587,TRUE
2020,04,77000,Arizona,Tucson city,542629,TRUE
2020,04,85540,Arizona,Yuma city,95548,TRUE
2020,05,23290,Arkansas,Fayetteville city,93949,TRUE
2020,05,24550,Arkansas,Fort Smith city,89142,TRUE
2020,05,35710,Arkansas,Jonesboro city,78576,TRUE
2020,05,41000,Arkansas,Little Rock city,202591,TRUE
2020,05,66080,Arkansas,Springdale city,84161,TRUE
2020,06,00562,California,Alameda city,78280,TRUE
2020,06,00884,California,Alhambra city,82868,TRUE
2020,06,02000,California,Anaheim city,346824,TRUE
2020,06,02252,California,Antioch city,115291,TRUE
2020,06,02364,California,Apple Valley town,75791,TRUE
2020,06,03526,California,Bakersfield city,403455,TRUE
2020,06,04982,California,Bellflower city,79190,TRUE
2020,06,06000,California,Berkeley city,124321,TRUE
2020,06,08786,California,Buena Park city,84034,TRUE
2020,06,08954,California,Burbank city,107337,TRUE
2020,06,11194,California,Carlsbad city,114746,TRUE
2020,06,11530,California,Carson city,95558,TRUE
2020,06,13014,California,Chico city,101475,TRUE
2020,06,13210,California,Chino city,91403,TRUE
2020,06,13214,California,Chino Hills city,78411,TRUE
2020,06,13392,California,Chula Vista city,275487,TRUE
2020,06,13588,California,Citrus Heights city,87583,TRUE
2020,06,14218,California,Clovis city,120124,TRUE
2020,06,15044,California,Compton city,95740,TRUE
2020,06,16000,California,Concord city,125410,TRUE
2020,06,16350,California,Corona city,157136,TRUE
2020,06,16532,California,Costa Mesa city,111918,TRUE
2020,06,17918,California,Daly City city,104901,TRUE
2020,06,19766,California,Downey city,114355,TRUE
2020,06,21712,California,El Cajon city,106215,TRUE
2020,06,22020,California,Elk Grove city,176124,TRUE
2020,06,22230,California,El Monte city,109450,TRUE
2020,06,22804,California,Escondido city,151038,TRUE
2020,06,23182,California,Fairfield city,119881,TRUE
2020,06,24638,California,Folsom city,80454,TRUE
2020,06,24680,California,Fontana city,208393,TRUE
2020,06,26000,California,Fremont city,230504,TRUE
2020,06,27000,California,Fresno city,542107,TRUE
2020,06,28000,California,Fullerton city,143617,TRUE
2020,06,29000,California,Garden Grove city,171949,TRUE
2020,06,30000,California,Glendale city,196543,TRUE
2020,06,32548,California,Hawthorne city,88083,TRUE
2020,06,33000,California,Hayward city,162954,TRUE
2020,06,33182,California,Hemet city,89833,TRUE
2020,06,33434,California,Hesperia city,99818,TRUE
2020,06,36000,California,Huntington Beach city,198711,TRUE
2020,06,36448,California,Indio city,89137,TRUE
2020,06,36546,California,Inglewood city,107762,TRUE
2020,06,36770,California,Irvine city,307670,TRUE
2020,06,37692,California,Jurupa Valley city,105053,TRUE
2020,06,39496,California,Lake Forest city,85858,TRUE
2020,06,39892,California,Lakewood city,82496,TRUE
2020,06,40130,California,Lancaster city,173516,TRUE
2020,06,41992,California,Livermore city,87955,TRUE
2020,06,43000,California,Long Beach city,466742,TRUE
2020,06,44000,California,Los Angeles city,3898747,TRUE
2020,06,45484,California,Manteca city,83498,TRUE
2020,06,46842,California,Menifee city,102527,TRUE
2020,06,46898,California,Merced city,86333,TRUE
2020,06,47766,California,Milpitas city,80273,TRUE
2020,06,48256,California,Mission Viejo city,93653,TRUE
2020,06,48354,California,Modesto city,218464,TRUE
2020,06,49270,California,Moreno Valley city,208634,TRUE
2020,06,49670,California,Mountain View city,82376,TRUE
2020,06,50076,California,Murrieta city,110949,TRUE
2020,06,50258,California,Napa city,79246,TRUE
2020,06,51182,California,Newport Beach city,85239,TRUE
2020,06,52526,California,Norwalk city,102773,TRUE
2020,06,53000,California,Oakland city,440646,TRUE
2020,06,53322,California,Oceanside city,174068,TRUE
2020,06,53896,California,Ontario city,175265,TRUE
2020,06,53980,California,Orange city,139911,TRUE
2020,06,54652,California,Oxnard city,202063,TRUE
2020,06,55156,California,Palmdale city,169450,TRUE
2020,06,56000,California,Pasadena city,138699,TRUE
2020,06,56700,California,Perris city,78700,TRUE
2020,06,57456,California,Pittsburg city,76416,TRUE
2020,06,57792,California,Pleasanton city,79871,TRUE
2020,06,58072,California,Pomona city,151713,TRUE
2020,06,59444,California,Rancho Cordova city,79332,TRUE
2020,06,59451,California,Rancho Cucamonga city,174453,TRUE
2020,06,59920,California,Redding city,93611,TRUE
2020,06,60102,California,Redwood City city,84292,TRUE
2020,06,60466,California,Rialto city,104026,TRUE
2020,06,60620,California,Richmond city,116448,TRUE
2020,06,62000,California,Riverside city,314998,TRUE
2020,06,62938,California,Roseville city,147773,TRUE
2020,06,64000,California,Sacramento city,524943,TRUE
2020,06,64224,California,Salinas city,163542,TRUE
2020,06,65000,California,San Bernardino city,222101,TRUE
2020,06,65042,California,San Buenaventura (Ventura) city,110763,TRUE
2020,06,66000,California,San Diego city,1386932,TRUE
2020,06,67000,California,San Francisco city,873965,TRUE
2020,06,68000,California,San Jose city,1013240,TRUE
2020,06,68084,California,San Leandro city,91008,TRUE
2020,06,68196,California,San Marcos city,94833,TRUE
2020,06,68252,California,San Mateo city,105661,TRUE
2020,06,68378,California,San Ramon city,84605,TRUE
2020,06,69000,California,Santa Ana city,310227,TRUE
2020,06,69070,California,Santa Barbara city,88665,TRUE
2020,06,69084,California,Santa Clara city,127647,TRUE
2020,06,69088,California,Santa Clarita city,228673,TRUE
2020,06,69196,California,Santa Maria city,109707,TRUE
2020,06,70000,California,Santa Monica city,93076,TRUE
2020,06,70098,California,Santa Rosa city,178127,TRUE
2020,06,72016,California,Simi Valley city,126356,TRUE
2020,06,73080,California,South Gate city,92726,TRUE
2020,06,75000,California,Stockton city,320804,TRUE
2020,06,77000,California,Sunnyvale city,155805,TRUE
2020,06,78120,California,Temecula city,110003,TRUE
2020,06,78582,California,Thousand Oaks city,126966,TRUE
2020,06,80000,California,Torrance city,147067,TRUE
2020,06,80238,California,Tracy city,93000,TRUE
2020,06,80854,California,Tustin city,80276,TRUE
2020,06,81344,California,Upland city,79040,TRUE
2020,06,81554,California,Vacaville city,102386,TRUE
2020,06,81666,California,Vallejo city,126090,TRUE
2020,06,82590,California,Victorville city,134810,TRUE
2020,06,82954,California,Visalia city,141384,TRUE
2020,06,82996,California,Vista city,98381,TRUE
2020,06,84200,California,West Covina city,109501,TRUE
2020,06,84550,California,Westminster city,90911,TRUE
2020,06,85292,California,Whittier city,87306,TRUE
2020,08,03455,Colorado,Arvada city,124402,TRUE
2020,08,04000,Colorado,Aurora city,386261,TRUE
2020,08,07850,Colorado,Boulder city,108250,TRUE
2020,08,12815,Colorado,Centennial city,108418,TRUE
2020,08,16000,Colorado,Colorado Springs city,478961,TRUE
2020,08,20000,Colorado,Denver city,715522,TRUE
2020,08,27425,Colorado,Fort Collins city,169810,TRUE
2020,08,32155,Colorado,Greeley city,108795,TRUE
2020,08,43000,Colorado,Lakewood city,155984,TRUE
2020,08,45970,Colorado,Longmont city,98885,TRUE
2020,08,46465,Colorado,Loveland city,76378,TRUE
2020,08,62000,Colorado,Pueblo city,111876,TRUE
2020,08,77290,Colorado,Thornton city,141867,TRUE
2020,08,83835,Colorado,Westminster city,116317,TRUE
2020,09,08000,Connecticut,Bridgeport city,148654,TRUE
2020,09,18430,Connecticut,Danbury city,86518,TRUE
2020,09,37000,Connecticut,Hartford city,121054,TRUE
2020,09,52000,Connecticut,New Haven city,134023,TRUE
2020,09,55990,Connecticut,Norwalk city,91184,TRUE
2020,09,73000,Connecticut,Stamford city,135470,TRUE
2020,09,80000,Connecticut,Waterbury city,114403,TRUE
2020,11,50000,District of Columbia,Washington city,689545,TRUE
2020,12,07300,Florida,Boca Raton city,97422,TRUE
2020,12,07875,Florida,Boynton Beach city,80380,TRUE
2020,12,10275,Florida,Cape Coral city,194016,TRUE
2020,12,12875,Florida,Clearwater city,117292,TRUE
2020,12,14400,Florida,Coral Springs city,134394,TRUE
2020,12,16475,Florida,Davie town,105691,TRUE
2020,12,16725,Florida,Deerfield Beach city,86859,TRUE
2020,12,17200,Florida,Deltona city,93692,TRUE
2020,12,17935,Florida,Doral city,75874,TRUE
2020,12,24000,Florida,Fort Lauderdale city,182760,TRUE
2020,12,24125,Florida,Fort Myers city,86395,TRUE
2020,12,25175,Florida,Gainesville city,141085,TRUE
2020,12,30000,Florida,Hialeah city,223109,TRUE
2020,12,32000,Florida,Hollywood city,153067,TRUE
2020,12,32275,Florida,Homestead city,80737,TRUE
2020,12,35000,Florida,Jacksonville city,949611,TRUE
2020,12,36950,Florida,Kissimmee city,79226,TRUE
2020,12,38250,Florida,Lakeland city,112641,TRUE
2020,12,39425,Florida,Largo city,82485,TRUE
2020,12,43975,Florida,Melbourne city,84678,TRUE
2020,12,45000,Florida,Miami city,442241,TRUE
2020,12,45025,Florida,Miami Beach city,82890,TRUE
2020,12,45060,Florida,Miami Gardens city,111640,TRUE
2020,12,45975,Florida,Miramar city,134721,TRUE
2020,12,49675,Florida,North Port city,74793,TRUE
2020,12,53000,Florida,Orlando city,307573,TRUE
2020,12,54000,Florida,Palm Bay city,119760,TRUE
2020,12,54200,Florida,Palm Coast city,89258,TRUE
2020,12,55775,Florida,Pembroke Pines city,171178,TRUE
2020,12,57425,Florida,Plantation city,91750,TRUE
2020,12,58050,Florida,Pompano Beach city,112046,TRUE
2020,12,58715,Florida,Port St. Lucie city,204851,TRUE
2020,12,63000,Florida,St. Petersburg city,258308,TRUE
2020,12,69700,Florida,Sunrise city,97335,TRUE
2020,12,70600,Florida,Tallahassee city,196169,TRUE
2020,12,71000,Florida,Tampa city,384959,TRUE
2020,12,76600,Florida,West Palm Beach city,117415,TRUE
2020,13,03440,Georgia,Athens-Clarke County unified government (balance),127315,TRUE
2020,13,04000,Georgia,Atlanta city,498715,TRUE
2020,13,04204,Georgia,Augusta-Richmond County consolidated government (balance),202081,TRUE
2020,13,19000,Georgia,Columbus city,206922,TRUE
2020,13,42425,Georgia,Johns Creek city,82453,TRUE
2020,13,49008,Georgia,Macon-Bibb County,157346,TRUE
2020,13,67284,Georgia,Roswell city,92833,TRUE
2020,13,68516,Georgia,Sandy Springs city,108080,TRUE
2020,13,69000,Georgia,Savannah city,147780,TRUE
2020,13,72122,Georgia,South Fulton city,107436,TRUE
2020,13,80508,Georgia,Warner Robins city,80308,TRUE
2020,15,71550,Hawaii,Urban Honolulu CDP,350964,TRUE
2020,16,08830,Idaho,Boise City city,235684,TRUE
2020,16,52120,Idaho,Meridian city,117635,TRUE
2020,16,56260,Idaho,Nampa city,100200,TRUE
2020,17,02154,Illinois,Arlington Heights village,77676,TRUE
2020,17,03012,Illinois,Aurora city,180542,TRUE
2020,17,06613,Illinois,Bloomington city,78680,TRUE
2020,17,12385,Illinois,Champaign city,88302,TRUE
2020,17,14000,Illinois,Chicago city,2746388,TRUE
2020,17,14351,Illinois,Cicero town,85268,TRUE
2020,17,23074,Illinois,Elgin city,114797,TRUE
2020,17,24582,Illinois,Evanston city,78110,TRUE
2020,17,38570,Illinois,Joliet city,150362,TRUE
2020,17,51622,Illinois,Naperville city,149540,TRUE
2020,17,59000,Illinois,Peoria city,113150,TRUE
2020,17,65000,Illinois,Rockford city,148655,TRUE
2020,17,68003,Illinois,Schaumburg village,78723,TRUE
